bath,balcony,price,total_sqft_float,bhk,sqrt_per_room,price_per_square
5.0,3.0,120.0,2600.0,4,650.0,4615.384615384615
5.0,3.0,150.0,3500.0,4,875.0,4285.714285714285
4.0,2.0,136.0,3250.0,4,812.5,4184.615384615385
5.0,3.0,125.0,2665.0,4,666.25,4690.431519699812
3.0,3.0,100.0,1500.0,3,500.0,6666.666666666667
2.0,1.0,40.0,950.0,2,475.0,4210.526315789473
1.0,2.0,25.0,600.0,2,300.0,4166.666666666667
2.0,0.0,80.0,1600.0,3,533.3333333333334,5000.0
2.0,2.0,46.0,1320.0,3,440.0,3484.848484848485
4.0,0.0,97.0,2400.0,5,480.0,4041.6666666666665
7.0,0.0,110.0,4000.0,8,500.0,2750.0
4.0,3.0,150.0,1100.0,5,220.0,13636.363636363636
4.0,3.0,325.0,3309.0,4,827.25,9821.698398307646
2.0,2.0,45.0,1200.0,2,600.0,3750.0
3.0,0.0,51.0,1398.0,3,466.0,3648.068669527897
2.0,1.5843757375501535,52.0,1397.0,3,465.6666666666667,3722.2619899785254
4.0,3.0,400.0,4382.0,4,1095.5,9128.251939753538
1.0,0.0,50.0,850.0,1,850.0,5882.35294117647
2.0,2.0,85.0,1402.0,3,467.3333333333333,6062.767475035664
2.0,2.0,50.0,1100.0,2,550.0,4545.454545454545
2.0,1.0,49.0,1208.0,2,604.0,4056.291390728477
2.0,2.0,50.0,1070.0,2,535.0,4672.897196261682
2.0,2.0,48.0,1230.0,2,615.0,3902.439024390244
2.0,1.0,42.8,1070.0,2,535.0,4000.0
2.0,1.0,46.76,1075.0,2,537.5,4349.767441860465
2.0,1.0,45.48,1070.0,2,535.0,4250.467289719626
2.0,2.0,50.0,1100.0,2,550.0,4545.454545454545
2.0,1.0,47.42,1090.0,2,545.0,4350.45871559633
2.0,1.0,59.0,1325.0,2,662.5,4452.830188679245
2.0,2.0,72.0,1290.0,2,645.0,5581.395348837209
2.0,2.0,56.12,1290.0,3,430.0,4350.387596899225
2.0,1.0,52.4,1310.0,3,436.6666666666667,4000.0
2.0,3.0,55.25,1270.0,3,423.3333333333333,4350.393700787402
2.0,2.0,53.51,1230.0,3,410.0,4350.40650406504
2.0,2.0,56.12,1290.0,3,430.0,4350.387596899225
2.0,3.0,60.47,1390.0,3,463.3333333333333,4350.359712230216
2.0,2.0,53.12,1265.0,3,421.6666666666667,4199.209486166008
3.0,2.0,54.2,1355.0,3,451.6666666666667,4000.0
2.0,2.0,54.2,1350.0,3,450.0,4014.814814814815
2.0,2.0,55.46,1275.0,3,425.0,4349.803921568628
1.0,0.0,54.0,1425.0,3,475.0,3789.4736842105262
2.0,2.0,52.0,1052.0,2,526.0,4942.9657794676805
1.0,1.0,52.0,600.0,2,300.0,8666.666666666666
9.0,3.0,120.0,1200.0,9,133.33333333333334,10000.0
2.0,2.0,46.0,1113.0,2,556.5,4132.973944294699
2.0,2.0,42.0,1045.0,2,522.5,4019.1387559808613
3.0,2.0,280.0,2300.0,3,766.6666666666666,12173.91304347826
2.0,1.0,285.0,2292.0,3,764.0,12434.554973821989
2.0,2.0,48.0,1225.0,2,612.5,3918.3673469387754
2.0,2.0,40.0,1020.0,2,510.0,3921.5686274509803
3.0,1.0,90.0,2000.0,3,666.6666666666666,4500.0
2.0,0.0,69.0,1266.67,2,633.335,5447.3540859103
2.0,1.0,33.0,850.0,2,425.0,3882.3529411764707
2.0,0.0,50.0,750.0,1,750.0,6666.666666666667
2.0,0.0,95.0,580.0,2,290.0,16379.310344827587
2.0,2.0,95.0,1300.0,2,650.0,7307.692307692308
3.0,3.0,205.0,2511.0,3,837.0,8164.078056551175
2.0,2.0,75.0,1370.0,3,456.6666666666667,5474.4525547445255
4.0,1.0,135.0,2000.0,4,500.0,6750.0
2.0,2.0,50.0,1115.0,2,557.5,4484.304932735426
2.0,3.0,57.0,1300.0,2,650.0,4384.615384615385
2.0,1.0,63.0,1197.0,2,598.5,5263.1578947368425
2.0,1.0,50.0,1115.0,2,557.5,4484.304932735426
2.0,2.0,59.0,1215.0,2,607.5,4855.9670781893
2.0,2.0,36.0,725.0,2,362.5,4965.517241379311
2.0,1.0,46.0,1065.0,2,532.5,4319.24882629108
2.0,2.0,50.0,1115.0,2,557.5,4484.304932735426
2.0,1.0,50.0,1115.0,2,557.5,4484.304932735426
3.0,2.0,77.0,1530.0,3,510.0,5032.679738562091
3.0,2.0,56.0,1220.0,3,406.6666666666667,4590.163934426229
3.0,2.0,56.0,1220.0,3,406.6666666666667,4590.163934426229
3.0,3.0,75.0,1465.0,3,488.3333333333333,5119.453924914676
2.0,1.0,65.0,1254.0,3,418.0,5183.413078149921
3.0,2.0,56.0,1220.0,3,406.6666666666667,4590.163934426229
3.0,1.0,56.0,1220.0,3,406.6666666666667,4590.163934426229
3.0,2.0,78.0,1560.0,3,520.0,5000.0
3.0,2.0,56.0,1220.0,3,406.6666666666667,4590.163934426229
3.0,1.0,210.0,2429.0,4,607.25,8645.533141210375
2.0,1.0,80.0,1250.0,3,416.6666666666667,6400.0
3.0,2.0,44.0,1250.0,3,416.6666666666667,3520.0
4.0,3.0,536.0,2920.0,4,730.0,18356.164383561645
2.0,2.0,42.0,902.0,2,451.0,4656.319290465632
5.0,1.0,145.0,1560.0,5,312.0,9294.871794871795
2.0,1.0,85.0,1100.0,2,550.0,7727.272727272727
3.0,2.0,160.0,1991.0,3,663.6666666666666,8036.162732295329
3.0,3.0,80.0,1800.0,3,600.0,4444.444444444444
3.0,1.0,90.0,600.0,3,200.0,15000.0
2.0,2.0,43.0,1007.0,2,503.5,4270.109235352532
2.0,2.0,51.5,1272.0,2,636.0,4048.7421383647797
2.0,2.0,46.0,1156.0,2,578.0,3979.2387543252594
3.0,2.0,90.0,1652.5,3,550.8333333333334,5446.293494704993
2.0,2.0,111.0,1310.0,2,655.0,8473.282442748092
2.0,3.0,90.0,1100.0,2,550.0,8181.818181818182
4.0,1.5843757375501535,310.0,2560.0,3,853.3333333333334,12109.375
3.0,1.0,250.0,2300.0,3,766.6666666666666,10869.565217391304
4.0,1.5843757375501535,450.0,3950.0,4,987.5,11392.405063291139
5.0,1.5843757375501535,415.0,3900.0,4,975.0,10641.02564102564
2.0,2.0,135.0,971.0,4,242.75,13903.192584963954
2.0,1.0,225.0,1750.0,4,437.5,12857.142857142857
4.0,0.0,200.0,1224.0,8,153.0,16339.869281045752
2.0,2.0,95.0,1250.0,2,625.0,7600.0
2.0,1.0,120.0,1280.0,2,640.0,9375.0
2.0,2.0,72.0,1073.0,2,536.5,6710.158434296365
3.0,3.0,150.0,1975.0,3,658.3333333333334,7594.93670886076
3.0,3.0,140.0,1730.0,3,576.6666666666666,8092.485549132948
2.0,3.0,148.0,1010.0,2,505.0,14653.465346534653
2.0,2.0,60.0,1250.0,2,625.0,4800.0
3.0,2.0,800.0,3875.0,3,1291.6666666666667,20645.16129032258
3.0,1.0,763.0,3815.0,3,1271.6666666666667,20000.0
3.0,1.0,662.0,3489.0,3,1163.0,18973.91802808828
3.0,2.0,800.0,4170.0,3,1390.0,19184.65227817746
3.0,1.0,501.0,2700.0,3,900.0,18555.555555555555
3.0,2.0,560.0,2880.0,3,960.0,19444.444444444445
4.0,3.0,1250.0,5270.0,4,1317.5,23719.165085388995
4.0,3.0,76.0,600.0,5,120.0,12666.666666666666
4.0,3.0,1015.0,4634.0,3,1544.6666666666667,21903.32326283988
3.0,2.0,75.0,1643.0,3,547.6666666666666,4564.820450395618
3.0,3.0,72.0,1600.0,3,533.3333333333334,4500.0
2.0,1.0,181.0,1541.0,2,770.5,11745.619727449708
3.0,1.0,225.0,1855.0,3,618.3333333333334,12129.380053908355
2.0,2.0,37.0,708.0,2,354.0,5225.988700564972
2.0,1.0,42.0,814.0,2,407.0,5159.7051597051595
2.0,1.0,43.7,814.0,2,407.0,5368.550368550368
2.0,1.0,68.0,1286.0,3,428.6666666666667,5287.713841368584
5.0,2.0,85.0,1200.0,5,240.0,7083.333333333333
2.0,1.0,65.0,1295.0,2,647.5,5019.305019305019
2.0,2.0,62.0,1220.0,2,610.0,5081.9672131147545
2.0,1.0,75.0,1520.0,3,506.6666666666667,4934.210526315789
3.0,3.0,120.0,2100.0,3,700.0,5714.285714285715
2.0,0.0,160.0,2320.0,3,773.3333333333334,6896.551724137931
2.0,2.0,126.0,1150.0,2,575.0,10956.521739130434
2.0,2.0,125.0,1150.0,2,575.0,10869.565217391304
4.0,1.5843757375501535,986.0,6600.0,4,1650.0,14939.39393939394
4.0,3.0,365.0,2800.0,4,700.0,13035.714285714286
6.0,3.0,2800.0,8000.0,6,1333.3333333333333,35000.0
3.0,1.0,130.0,1200.0,3,400.0,10833.333333333334
2.0,2.0,75.0,1100.0,2,550.0,6818.181818181818
2.0,3.0,64.5,1391.0,3,463.6666666666667,4636.951833213516
1.0,0.0,26.91,658.0,1,658.0,4089.665653495441
1.0,0.0,28.57,698.5,1,698.5,4090.1932712956336
1.0,0.0,39.0,775.0,1,775.0,5032.258064516129
2.0,1.0,49.87,1020.0,1,1020.0,4889.21568627451
1.0,1.0,26.91,658.0,1,658.0,4089.665653495441
2.0,2.0,66.78,1260.0,2,630.0,5300.0
2.0,1.0,65.0,1360.0,2,680.0,4779.411764705882
2.0,1.0,51.0,1010.0,2,505.0,5049.504950495049
2.0,0.0,53.35,1080.0,2,540.0,4939.814814814815
2.0,1.0,59.0,1174.0,2,587.0,5025.553662691653
2.0,1.0,52.0,1080.0,2,540.0,4814.814814814815
2.0,2.0,48.0,1045.0,2,522.5,4593.301435406698
2.0,1.0,65.0,1340.0,2,670.0,4850.746268656716
2.0,1.0,56.45,1230.0,2,615.0,4589.430894308943
2.0,0.0,62.425,1360.0,2,680.0,4590.073529411765
2.0,2.0,68.52,1282.0,3,427.3333333333333,5344.773790951638
3.0,0.0,88.2,1700.0,3,566.6666666666666,5188.235294117647
3.0,3.0,79.15,1498.0,3,499.3333333333333,5283.711615487317
3.0,3.0,77.59,1466.0,3,488.6666666666667,5292.633015006822
2.0,1.0,55.08,1200.0,3,400.0,4590.0
3.0,1.0,107.0,2125.0,3,708.3333333333334,5035.294117647059
2.0,1.0,62.0,1290.0,3,430.0,4806.201550387597
2.0,1.0,69.76,1520.0,3,506.6666666666667,4589.473684210527
5.0,3.0,100.0,2400.0,5,480.0,4166.666666666667
2.0,1.0,80.0,1380.0,2,690.0,5797.101449275362
2.0,1.0,62.0,1080.0,2,540.0,5740.740740740741
3.0,3.0,92.0,1532.0,3,510.6666666666667,6005.221932114882
5.0,2.0,199.0,1320.0,5,264.0,15075.757575757576
3.0,0.0,52.0,1650.0,3,550.0,3151.5151515151515
4.0,1.0,52.0,1300.0,7,185.71428571428572,4000.0
3.0,2.0,110.0,1738.0,3,579.3333333333334,6329.113924050633
2.0,3.0,80.0,1350.0,2,675.0,5925.925925925926
2.0,1.0,58.0,1230.0,2,615.0,4715.447154471544
2.0,2.0,32.0,1090.0,2,545.0,2935.7798165137615
6.0,3.0,180.0,1200.0,6,200.0,15000.0
2.0,2.0,45.0,946.0,2,473.0,4756.871035940803
3.0,2.0,70.0,1460.0,3,486.6666666666667,4794.520547945205
2.0,3.0,60.0,1470.0,3,490.0,4081.6326530612246
2.0,2.0,45.0,1200.0,2,600.0,3750.0
3.0,2.0,105.0,2000.0,3,666.6666666666666,5250.0
3.0,3.0,68.0,1410.0,3,470.0,4822.695035460993
5.0,3.0,250.0,1222.0,6,203.66666666666666,20458.265139116203
2.0,1.5843757375501535,65.0,1100.0,2,550.0,5909.090909090909
3.0,1.0,97.0,1700.0,3,566.6666666666666,5705.882352941177
2.0,1.0,53.56,1339.0,2,669.5,4000.0
2.0,2.0,64.44,1611.0,3,537.0,4000.0
2.0,2.0,64.4,1610.0,3,536.6666666666666,4000.0000000000005
3.0,1.0,90.0,2260.0,2,1130.0,3982.3008849557523
2.0,3.0,62.0,1520.0,2,760.0,4078.9473684210525
2.0,1.0,44.0,1125.0,2,562.5,3911.1111111111113
2.0,2.0,46.8,1215.0,3,405.0,3851.8518518518517
2.0,3.0,36.0,1120.0,2,560.0,3214.285714285714
2.0,2.0,60.0,1300.0,3,433.3333333333333,4615.384615384615
3.0,2.0,78.0,1650.0,3,550.0,4727.272727272727
2.0,1.0,45.0,1015.0,2,507.5,4433.4975369458125
3.0,2.0,75.0,1600.0,3,533.3333333333334,4687.5
2.0,2.0,55.0,1260.0,2,630.0,4365.079365079365
2.0,2.0,60.0,1390.0,2,695.0,4316.546762589928
2.0,2.0,50.0,1080.0,2,540.0,4629.62962962963
2.0,2.0,48.0,1100.0,2,550.0,4363.636363636364
2.0,1.0,41.15,1100.0,2,550.0,3740.909090909091
2.0,1.0,46.0,1155.0,2,577.5,3982.683982683983
2.0,2.0,45.0,1128.0,2,564.0,3989.3617021276596
2.0,1.0,46.5,1145.0,2,572.5,4061.1353711790393
2.0,1.0,41.16,1100.0,2,550.0,3741.8181818181815
2.0,1.0,46.75,1100.0,2,550.0,4250.0
2.0,2.0,50.0,1315.0,2,657.5,3802.2813688212927
2.0,1.0,41.18,1100.0,2,550.0,3743.6363636363635
2.0,2.0,60.0,1370.0,2,685.0,4379.56204379562
2.0,2.0,45.0,1005.0,2,502.5,4477.611940298508
2.0,1.5843757375501535,52.0,1264.0,2,632.0,4113.9240506329115
3.0,2.0,121.0,1804.0,3,601.3333333333334,6707.317073170731
3.0,2.0,132.0,1999.0,3,666.3333333333334,6603.301650825412
3.0,2.0,135.0,1999.0,3,666.3333333333334,6753.376688344172
2.0,1.0,71.0,1252.0,3,417.3333333333333,5670.926517571885
3.0,2.0,125.0,1829.0,3,609.6666666666666,6834.3357025697105
2.0,2.0,79.0,1585.0,3,528.3333333333334,4984.22712933754
2.0,3.0,73.0,1188.0,2,594.0,6144.781144781145
2.0,2.0,69.0,1148.0,2,574.0,6010.452961672474
3.0,3.0,115.0,1864.0,3,621.3333333333334,6169.527896995708
2.0,2.0,87.0,1458.0,3,486.0,5967.078189300411
1.0,1.0,49.0,654.0,1,654.0,7492.354740061162
4.0,2.0,195.0,2776.0,3,925.3333333333334,7024.495677233429
4.0,3.0,325.0,4200.0,4,1050.0,7738.0952380952385
3.0,0.0,200.0,2400.0,4,600.0,8333.333333333334
5.0,1.5843757375501535,270.0,3206.0,4,801.5,8421.70929507174
2.0,2.0,37.0,830.0,2,415.0,4457.831325301205
3.0,2.0,45.33,1290.0,3,430.0,3513.953488372093
2.0,1.0,36.0,750.0,2,375.0,4800.0
3.0,1.0,74.0,1200.0,3,400.0,6166.666666666667
2.0,3.0,32.0,1300.0,2,650.0,2461.5384615384614
2.0,1.0,90.0,1600.0,2,800.0,5625.0
2.0,3.0,70.0,1550.0,3,516.6666666666666,4516.129032258064
5.0,2.0,145.0,3150.0,8,393.75,4603.174603174603
1.0,2.0,27.0,747.0,1,747.0,3614.4578313253014
4.0,1.0,70.0,1125.0,3,375.0,6222.222222222223
2.0,1.0,40.39,1010.0,2,505.0,3999.009900990099
2.0,1.0,40.39,1010.0,2,505.0,3999.009900990099
2.0,1.0,42.87,1072.0,2,536.0,3999.0671641791046
2.0,1.0,40.4,1010.0,2,505.0,4000.0
2.0,1.0,42.87,1072.0,2,536.0,3999.0671641791046
2.0,2.0,54.39,1360.0,3,453.3333333333333,3999.264705882353
2.0,2.0,58.39,1460.0,3,486.6666666666667,3999.3150684931506
2.0,2.0,56.99,1425.0,3,475.0,3999.2982456140353
2.0,2.0,56.0,1180.0,2,590.0,4745.762711864407
2.0,3.0,55.0,1160.0,2,580.0,4741.379310344828
2.0,3.0,62.0,1409.0,3,469.6666666666667,4400.28388928318
2.0,1.0,48.5,1119.0,3,373.0,4334.226988382485
2.0,1.0,48.0,1025.0,2,512.5,4682.926829268293
3.0,2.0,70.0,1475.0,3,491.6666666666667,4745.762711864407
2.0,2.0,80.0,1477.0,3,492.3333333333333,5416.384563303995
1.0,2.0,65.01,1512.0,2,756.0,4299.603174603175
3.0,3.0,95.0,1768.0,3,589.3333333333334,5373.303167420814
5.0,2.0,150.0,2700.0,5,540.0,5555.555555555556
2.0,2.0,48.4,1128.0,2,564.0,4290.780141843971
3.0,3.0,176.0,1760.0,3,586.6666666666666,10000.0
1.0,1.0,17.0,550.0,1,550.0,3090.909090909091
1.0,1.0,17.0,550.0,1,550.0,3090.909090909091
2.0,0.0,33.0,970.0,2,485.0,3402.061855670103
2.0,2.0,42.0,1030.0,2,515.0,4077.669902912621
2.0,2.0,33.5,1015.0,2,507.5,3300.4926108374384
2.0,2.0,39.0,1104.0,2,552.0,3532.608695652174
2.0,1.0,32.0,915.0,2,457.5,3497.2677595628415
2.0,1.0,32.0,855.0,2,427.5,3742.690058479532
2.0,2.0,30.0,925.0,2,462.5,3243.2432432432433
2.0,1.0,32.9,940.0,2,470.0,3500.0
2.0,3.0,44.0,1107.0,2,553.5,3974.706413730804
3.0,2.0,65.0,1549.0,3,516.3333333333334,4196.255648805681
3.0,3.0,62.0,1595.0,3,531.6666666666666,3887.1473354231975
3.0,1.0,45.0,1208.0,3,402.6666666666667,3725.1655629139073
2.0,2.0,80.0,1400.0,2,700.0,5714.285714285715
2.0,3.0,85.0,1400.0,2,700.0,6071.428571428572
3.0,2.0,115.0,1893.0,3,631.0,6075.0132065504495
4.0,1.5843757375501535,2100.0,30000.0,4,7500.0,7000.0
4.0,2.0,1824.0,30400.0,6,5066.666666666667,6000.0
2.0,3.0,65.0,1097.0,2,548.5,5925.2506836827715
3.0,0.0,75.0,1350.0,3,450.0,5555.555555555556
3.0,3.0,200.0,2000.0,3,666.6666666666666,10000.0
5.0,1.0,385.0,3100.0,4,775.0,12419.354838709678
3.0,2.0,88.0,1460.0,3,486.6666666666667,6027.397260273972
3.0,3.0,220.0,2456.0,3,818.6666666666666,8957.654723127036
3.0,1.0,39.14,1115.0,3,371.6666666666667,3510.3139013452915
1.0,0.0,55.0,640.0,1,640.0,8593.75
1.0,1.0,70.0,780.0,1,780.0,8974.358974358975
2.0,2.0,85.0,1050.0,2,525.0,8095.238095238095
2.0,1.0,95.0,1246.0,2,623.0,7624.398073836276
2.0,2.0,150.0,1875.0,3,625.0,8000.0
3.0,2.0,150.0,1800.0,3,600.0,8333.333333333334
3.0,1.0,135.0,1720.0,3,573.3333333333334,7848.837209302325
3.0,3.0,165.0,1950.0,3,650.0,8461.538461538461
3.0,0.0,120.0,1740.0,3,580.0,6896.551724137931
3.0,2.0,125.0,1695.0,3,565.0,7374.6312684365785
3.0,2.0,145.0,2100.0,3,700.0,6904.761904761905
3.0,1.0,180.0,1850.0,3,616.6666666666666,9729.72972972973
3.0,1.5843757375501535,235.0,2955.0,3,985.0,7952.622673434857
2.0,2.0,160.0,900.0,2,450.0,17777.777777777777
2.0,2.0,43.5,1153.0,2,576.5,3772.7666955767563
2.0,1.0,25.4,850.0,2,425.0,2988.235294117647
1.0,1.0,19.9,674.0,2,337.0,2952.522255192878
2.0,2.0,32.9,999.0,2,499.5,3293.293293293293
2.0,2.0,31.5,1033.0,3,344.3333333333333,3049.3707647628266
3.0,2.0,68.0,2700.0,4,675.0,2518.5185185185187
3.0,2.0,199.0,2250.0,3,750.0,8844.444444444445
3.0,1.0,150.0,1625.0,3,541.6666666666666,9230.76923076923
3.0,1.0,105.0,1596.0,3,532.0,6578.9473684210525
3.0,2.0,100.0,500.0,3,166.66666666666666,20000.0
2.0,1.0,54.0,1200.0,2,600.0,4500.0
2.0,1.0,65.0,1500.0,3,500.0,4333.333333333333
2.0,2.0,47.0,1340.0,3,446.6666666666667,3507.4626865671644
2.0,1.0,48.6,1190.0,2,595.0,4084.0336134453783
2.0,1.0,51.0,1300.0,3,433.3333333333333,3923.076923076923
3.0,3.0,95.75,1200.0,3,400.0,7979.166666666667
6.0,3.0,125.0,2400.0,8,300.0,5208.333333333333
2.0,1.0,67.0,1132.0,2,566.0,5918.727915194347
3.0,2.0,93.0,1575.0,3,525.0,5904.761904761905
3.0,2.0,139.0,1801.0,3,600.3333333333334,7717.9344808439755
2.0,2.0,82.0,1285.0,2,642.5,6381.322957198444
2.0,1.0,86.98,1330.0,2,665.0,6539.849624060151
2.0,2.0,86.0,1343.0,2,671.5,6403.574087862993
3.0,2.0,162.0,2330.0,3,776.6666666666666,6952.789699570815
3.0,3.0,102.0,1500.0,3,500.0,6800.0
3.0,3.0,125.0,1734.0,3,578.0,7208.76585928489
4.0,2.0,163.0,2350.0,3,783.3333333333334,6936.170212765957
3.0,2.0,130.0,1860.0,3,620.0,6989.247311827957
5.0,0.0,200.0,3035.0,4,758.75,6589.785831960461
5.0,2.0,221.0,3360.0,4,840.0,6577.380952380952
2.0,1.0,70.0,1190.0,2,595.0,5882.35294117647
2.0,0.0,75.0,1210.0,2,605.0,6198.347107438017
3.0,0.0,110.0,1650.0,3,550.0,6666.666666666667
3.0,3.0,135.0,2070.0,3,690.0,6521.739130434783
1.0,1.0,27.0,589.0,1,589.0,4584.040747028863
1.0,1.0,34.65,630.0,1,630.0,5500.0
1.0,1.0,35.0,700.0,1,700.0,5000.0
1.0,1.0,21.0,435.0,1,435.0,4827.586206896552
1.0,1.0,22.0,435.0,1,435.0,5057.471264367816
1.0,1.0,28.0,635.0,1,635.0,4409.4488188976375
1.0,1.0,22.0,605.0,1,605.0,3636.3636363636365
1.0,0.0,28.0,635.0,1,635.0,4409.4488188976375
1.0,1.0,33.7,630.0,1,630.0,5349.20634920635
1.0,1.0,35.0,750.0,1,750.0,4666.666666666667
1.0,1.0,29.0,589.0,1,589.0,4923.599320882852
1.0,1.0,23.1,660.0,2,330.0,3500.0
1.0,1.0,36.0,770.0,2,385.0,4675.324675324675
2.0,1.0,52.0,1070.0,2,535.0,4859.813084112149
2.0,1.0,46.0,1025.0,2,512.5,4487.804878048781
2.0,2.0,42.0,1100.0,2,550.0,3818.181818181818
2.0,1.0,40.0,910.0,2,455.0,4395.604395604396
2.0,2.0,42.0,1094.0,2,547.0,3839.1224862888484
2.0,1.0,55.0,1070.0,2,535.0,5140.186915887851
2.0,1.0,41.0,940.0,2,470.0,4361.702127659574
2.0,2.0,29.0,880.0,2,440.0,3295.4545454545455
2.0,0.0,56.93,1265.0,2,632.5,4500.395256916996
2.0,1.0,56.1,1070.0,2,535.0,5242.990654205608
2.0,2.0,45.0,890.0,2,445.0,5056.179775280899
2.0,0.0,42.0,865.0,2,432.5,4855.491329479769
2.0,2.0,42.0,910.0,2,455.0,4615.384615384615
2.0,2.0,37.5,975.0,2,487.5,3846.153846153846
1.0,1.0,40.0,770.0,2,385.0,5194.805194805195
2.0,1.0,54.0,1070.0,2,535.0,5046.728971962617
2.0,1.0,39.5,870.0,2,435.0,4540.229885057472
2.0,1.0,34.0,921.0,2,460.5,3691.6395222584147
2.0,2.0,45.0,1100.0,2,550.0,4090.909090909091
1.0,1.0,34.0,755.0,2,377.5,4503.311258278146
2.0,1.0,40.0,1100.0,2,550.0,3636.3636363636365
2.0,1.0,54.5,1025.0,2,512.5,5317.073170731707
2.0,1.0,46.0,1070.0,2,535.0,4299.065420560748
2.0,1.0,38.0,1150.0,2,575.0,3304.3478260869565
2.0,2.0,45.0,1089.0,2,544.5,4132.231404958678
2.0,1.0,40.0,1110.0,2,555.0,3603.6036036036035
2.0,1.0,59.0,1200.0,2,600.0,4916.666666666667
2.0,1.0,55.0,1070.0,2,535.0,5140.186915887851
2.0,1.0,54.1,1025.0,2,512.5,5278.048780487805
2.0,2.0,41.0,1000.0,2,500.0,4100.0
2.0,1.0,59.32,1213.0,2,606.5,4890.35449299258
2.0,1.0,58.0,1125.0,2,562.5,5155.555555555556
2.0,2.0,35.03,1090.0,2,545.0,3213.761467889908
2.0,2.0,40.0,919.0,2,459.5,4352.557127312296
2.0,2.0,42.0,1156.0,2,578.0,3633.2179930795846
2.0,1.0,51.0,1060.0,2,530.0,4811.320754716981
2.0,1.0,49.0,1025.0,2,512.5,4780.487804878048
2.0,1.0,29.7,1000.0,2,500.0,2970.0
2.0,1.0,54.0,1210.0,2,605.0,4462.809917355372
2.0,1.0,52.0,1070.0,2,535.0,4859.813084112149
2.0,2.0,34.0,919.0,2,459.5,3699.6735582154515
2.0,1.0,47.0,1070.0,2,535.0,4392.523364485981
2.0,2.0,65.0,1296.0,2,648.0,5015.432098765432
2.0,2.0,40.55,1096.0,2,548.0,3699.8175182481746
2.0,1.0,39.95,1110.0,2,555.0,3599.0990990990995
2.0,1.0,53.9,1025.0,2,512.5,5258.536585365854
2.0,1.0,67.0,1355.0,2,677.5,4944.649446494465
2.0,1.0,47.0,1175.0,2,587.5,4000.0
2.0,1.0,50.0,1039.0,2,519.5,4812.319538017325
1.0,1.0,39.9,770.0,2,385.0,5181.818181818182
2.0,2.0,35.0,919.0,2,459.5,3808.487486398259
2.0,1.0,53.0,1070.0,2,535.0,4953.271028037383
2.0,2.0,39.0,1096.0,2,548.0,3558.394160583942
2.0,1.0,38.0,1150.0,2,575.0,3304.3478260869565
2.0,2.0,35.0,1150.0,2,575.0,3043.478260869565
1.0,1.0,35.0,770.0,2,385.0,4545.454545454545
2.0,1.0,40.0,865.0,2,432.5,4624.277456647399
2.0,2.0,32.0,800.0,2,400.0,4000.0
2.0,2.0,34.0,970.0,2,485.0,3505.1546391752577
2.0,1.0,41.0,1100.0,2,550.0,3727.2727272727275
2.0,1.0,32.0,975.0,2,487.5,3282.051282051282
2.0,0.0,35.0,1142.0,2,571.0,3064.7985989492117
2.0,1.0,48.0,1070.0,2,535.0,4485.981308411215
2.0,1.0,40.0,890.0,2,445.0,4494.38202247191
2.0,1.0,35.0,825.0,2,412.5,4242.424242424242
2.0,2.0,40.5,1200.0,2,600.0,3375.0
2.0,1.0,50.0,1025.0,2,512.5,4878.048780487805
2.0,2.0,33.84,1140.0,2,570.0,2968.421052631579
2.0,1.0,55.0,1070.0,2,535.0,5140.186915887851
2.0,1.0,72.0,1342.0,2,671.0,5365.126676602086
1.0,1.0,38.0,770.0,2,385.0,4935.064935064935
2.0,1.0,39.77,1005.0,2,502.5,3957.213930348259
2.0,1.0,39.9,1110.0,2,555.0,3594.5945945945946
1.0,1.0,23.0,660.0,2,330.0,3484.848484848485
2.0,1.0,62.0,1250.0,2,625.0,4960.0
2.0,1.0,30.27,1020.0,2,510.0,2967.6470588235293
2.0,1.0,55.0,1060.0,2,530.0,5188.679245283019
2.0,1.0,29.95,1000.0,2,500.0,2995.0
2.0,1.0,55.0,1060.0,2,530.0,5188.679245283019
2.0,1.0,57.0,1070.0,2,535.0,5327.102803738318
2.0,1.0,55.0,1210.0,2,605.0,4545.454545454545
2.0,1.0,42.0,1190.0,2,595.0,3529.4117647058824
2.0,1.0,38.08,1150.0,2,575.0,3311.304347826087
2.0,1.0,35.0,970.0,2,485.0,3608.2474226804125
2.0,1.0,48.0,995.0,2,497.5,4824.120603015075
2.0,1.0,30.0,825.0,2,412.5,3636.3636363636365
2.0,1.0,48.0,1070.0,2,535.0,4485.981308411215
2.0,1.0,54.0,1025.0,2,512.5,5268.292682926829
2.0,1.0,52.0,1060.0,2,530.0,4905.66037735849
2.0,1.0,47.0,1025.0,3,341.6666666666667,4585.365853658536
2.0,1.0,64.5,1500.0,3,500.0,4300.0
2.0,1.0,56.0,1350.0,3,450.0,4148.148148148148
3.0,2.0,95.0,1800.0,3,600.0,5277.777777777777
2.0,1.0,71.0,1360.0,3,453.3333333333333,5220.588235294118
3.0,2.0,62.0,1620.0,3,540.0,3827.1604938271603
2.0,1.0,75.0,1360.0,3,453.3333333333333,5514.705882352941
3.0,2.0,89.0,1571.0,3,523.6666666666666,5665.1814131126675
3.0,1.0,50.0,1111.0,3,370.3333333333333,4500.450045004501
2.0,1.0,72.0,1374.0,3,458.0,5240.174672489083
3.0,2.0,70.0,1652.0,3,550.6666666666666,4237.28813559322
